Date,Month,Day of week,season,Deaths,Temp,RelHumid,O3,SO2,NO2,CO
1/1/1987,1,5,1,96,57,88.125,-16.0073,2.8412,26.3063,2436.2
1/2/1987,1,6,1,107,57.625,84.5625,-11.6595,1.1812,27.8281,2011.5
1/3/1987,1,7,1,99,58.375,83.0625,-10.3241,1.1416,11.1614,1215.5
1/4/1987,1,1,1,93,54.875,84.5625,-18.6471,-3.0086,-12.3531,-767.8
1/5/1987,1,2,1,97,54.6875,65.125,-17.5291,-1.4868,-10.2597,145.7
1/6/1987,1,3,1,93,49.875,85.875,-22.7846,0.3138,-7.7275,736.7
1/7/1987,1,4,1,73,52.875,69.5,-19.0819,-0.4196,-10.9214,472.9
1/8/1987,1,5,1,104,54.5,65.375,-18.5332,1.8907,-0.4649,1295.8
1/9/1987,1,6,1,92,55,49.1875,-17.3117,3.8689,11.3386,1991.4
1/10/1987,1,7,1,78,57.4375,37.3125,-14.175,4.7385,17.8492,2081.7
1/11/1987,1,1,1,84,61.5625,29,-14.5477,0.0349,-4.793,322.5
1/12/1987,1,2,1,99,58.4375,50.75,-19.0508,1.6555,0.9456,1236
1/13/1987,1,3,1,87,56.1875,86.9375,-21.1626,4.7672,21.6619,2292.4
1/14/1987,1,4,1,96,55.9375,63.25,-17.6349,3.091,10.227,2016
1/15/1987,1,5,1,89,47.9375,24.4375,-14.2682,-2.0486,-15.4754,-386.5
1/16/1987,1,6,1,95,47,22.1875,-13.8024,-1.5086,-16.6993,-356.4
1/17/1987,1,7,1,78,50.5625,45.0625,-16.9701,1.8926,-0.3114,1024.9
1/18/1987,1,1,1,107,51.8125,74.3125,-16.2247,-0.4394,-0.0773,770.7
1/19/1987,1,2,1,101,52.75,76.25,-13.4833,0.7533,6.1338,1150.9
1/20/1987,1,3,1,70,52.9375,45.25,-14.238,1.1492,-5.286,706
1/21/1987,1,4,1,80,52.875,47.375,-19.0301,4.4885,19.4819,2272.7
1/22/1987,1,5,1,90,55.6875,63.6875,-20.9357,6.7026,41.1359,3235.6
1/23/1987,1,6,1,89,54.5625,78.375,-20.7517,2.9432,14.1368,1513.2
1/24/1987,1,7,1,102,56.375,75.6875,-15.0135,1.5954,4.6719,1436.2
1/25/1987,1,1,1,86,61.5,68.25,-10.4483,1.9432,14.4378,1911.2
1/26/1987,1,2,1,98,62.9375,63.3125,-18.0504,3.2476,18.474,1636.9
1/27/1987,1,3,1,96,60.3125,81.8125,-23.0488,9.3038,55.1243,3630.9
1/28/1987,1,4,1,90,56.4375,77.1875,-17.704,-0.6418,-2.3713,-129.6
1/29/1987,1,5,1,83,55.625,81.625,-19.0819,-1.0568,-9.774,95.0998
1/30/1987,1,6,1,90,55.5625,71.125,-18.6426,-0.973,-7.6852,-57.313
1/31/1987,1,7,1,85,56.8125,73.125,-12.498,2.0736,-0.9134,352.6
2/1/1987,2,1,1,75,57.0625,81.4375,-3.3365,2.8412,21.1936,1553.3
2/2/1987,2,2,1,73,58.0625,73,-7.2771,5.5631,42.5546,2690.4
2/3/1987,2,3,1,81,56.4375,88.875,-16.5367,2.3346,12.7319,921.4
2/4/1987,2,4,1,97,58,80.25,-14.799,3.3695,10.2412,1563.3
2/5/1987,2,5,1,93,66.5,21.5625,-14.4649,5.8847,24.4999,2677.2
2/6/1987,2,6,1,91,70.125,25.25,-15.4017,3.7859,8.7187,1945.5
2/7/1987,2,7,1,83,67.625,25.875,-14.144,0.6476,-8.1375,279
2/8/1987,2,1,1,90,63.625,55.4375,-16.2558,0.5092,-2.4184,115.2
2/9/1987,2,2,1,101,58.25,95.0625,-22.6533,-0.1825,-3.9675,21.4039
2/10/1987,2,3,1,94,60.9375,91.4375,-20.1067,-1.7833,-11.6887,-373.1
2/11/1987,2,4,1,84,58.5625,92.25,-20.0446,-0.9568,-14.6258,-583.8
2/12/1987,2,5,1,78,58.25,88.1875,-18.585,-2.3611,-12.0171,-513.6
2/13/1987,2,6,1,69,59.5625,98.8125,-23.4297,-1.6735,-14.5886,-272.8
2/14/1987,2,7,1,75,59.5625,73.5625,-12.347,-1.9809,-12.1412,-473.5
2/15/1987,2,1,1,56,57.0625,63.625,-15.1688,-1.5066,-13.4455,-483.5
2/16/1987,2,2,1,77,59.4375,51.1875,-8.1191,-2.2971,-21.0905,-821.3
2/17/1987,2,3,1,63,58.75,60.9375,-14.924,3.1071,3.3615,854.3
2/18/1987,2,4,1,72,61.3125,33.75,-10.7101,0.3511,-11.1475,-92.9513
2/19/1987,2,5,1,65,58.4375,49.1875,-9.3373,-0.8564,-11.9088,-471.7
2/20/1987,2,6,1,76,58.875,34.75,-6.2868,-1.1377,-18.0143,-458
2/21/1987,2,7,1,94,55.9375,65.125,-11.0694,0.3304,-8.2378,18.8667
2/22/1987,2,1,1,75,53.4375,64.75,-9.6409,-2.1785,-16.5656,-821.7
2/23/1987,2,2,1,87,51.4375,61.625,-13.4445,-0.8149,-17.9702,-450.8
2/24/1987,2,3,1,93,45.9375,83.9375,-16.3438,-2.1731,-18.2002,-616.4
2/25/1987,2,4,1,81,48.3125,67.75,-15.8526,-1.309,-13.1147,-276.1
2/26/1987,2,5,1,76,56.5,43.5625,-14.6314,-0.00573,-7.1877,272.2
2/27/1987,2,6,1,87,55.3125,66.375,-12.0943,2.0022,0.9685,805.1
2/28/1987,2,7,1,84,56.625,69.625,-4.8583,0.9045,4.644,758
3/1/1987,3,1,2,94,56.5,74.125,5.1417,0.5092,5.6196,558.7
3/2/1987,3,2,2,92,56.6875,68.875,-4.4828,-0.1542,2.7328,20.0195
3/3/1987,3,3,2,70,60.9375,74.25,-6.547,3.7389,38.0068,1637.9
3/4/1987,3,4,2,104,67.5625,37.625,-11.476,4.6594,20.5737,1351.1
3/5/1987,3,5,2,75,60.5,82.125,-18.6683,0.7212,5.2283,137.4
3/6/1987,3,6,2,88,59.5,85,-15.2676,-1.688,-11.4743,-666.8
3/7/1987,3,7,2,72,59.0625,80.4375,-11.3408,-1.9414,-14.6899,-676.6
3/8/1987,3,1,2,70,58.3125,70.5625,-6.9701,-2.9295,-20.6919,-1263.5
3/9/1987,3,2,2,96,58.4375,83.9375,-15.5867,-0.0883,-6.834,-405.9
3/10/1987,3,3,2,90,58.25,83.4375,-8.7275,-0.6068,2.8035,-137.5
3/11/1987,3,4,2,92,60.25,84.25,-5.7095,-0.2787,-6.9411,-434
3/12/1987,3,5,2,74,58.5625,77.8125,-7.9639,-1.1048,-2.6191,-381.4
3/13/1987,3,6,2,86,58.625,76.875,-12.4754,-1.3305,-12.1417,-604.7
3/14/1987,3,7,2,66,57.3125,76.25,-9.0917,-1.415,-17.4017,-540.4
3/15/1987,3,1,2,92,55.9375,61.125,-1.1937,-3.1271,-28.1977,-1296.2
3/16/1987,3,2,2,92,58.3125,70,-10.2916,-1.7437,-12.1823,-493.7
3/17/1987,3,3,2,77,57.9375,81.4375,-8.0486,-0.858,-0.509,-193
3/18/1987,3,4,2,83,57.125,76.1875,-7.3738,-0.31,-1.5154,-139
3/19/1987,3,5,2,69,55.3125,59.125,-8.8377,-3.0086,-17.7924,-925.7
3/20/1987,3,6,2,55,56.125,65.5625,-6.7837,-1.7042,-9.3415,-450.1
3/21/1987,3,7,2,75,50.875,61.1875,-11.38,-2.7319,-13.1542,-605
3/22/1987,3,1,2,92,55.875,51.6875,-7.2496,-2.9295,-17.6692,-767.1
3/23/1987,3,2,2,95,55.125,74.375,-9.703,-2.6924,-10.9134,-587.2
3/24/1987,3,3,2,66,58.4375,59.375,-7.9328,-1.9809,-11.0137,-516.9
3/25/1987,3,4,2,74,63.5,46.125,-10.1039,0.193,-5.6291,-98.8801
3/26/1987,3,5,2,79,60.8125,64.125,-9.6719,1.6596,3.9696,309.1
3/27/1987,3,6,2,82,57.3125,87.0625,-4.1129,-0.0611,1.5615,-289.5
3/28/1987,3,7,2,100,59.6875,60.5625,3.7132,-1.7042,-2.7863,-391.1
3/29/1987,3,1,2,87,63.5625,36.6875,1.3529,-0.1232,2.2304,58.3105
3/30/1987,3,2,2,84,63.6875,34.1875,-5.5147,1.2261,6.9142,124.9
3/31/1987,3,3,2,106,63.3125,46.375,-8.2944,3.0111,9.2222,266.2
4/1/1987,4,4,2,85,60.6875,66.375,0.3281,2.2088,11.7622,342.6
4/2/1987,4,5,2,79,60.1875,83.875,-5.3552,0.4302,-1.4501,-150.1
4/3/1987,4,6,2,98,56.1875,76.25,-2.8816,-3.3503,-20.874,-1244.1
4/4/1987,4,7,2,81,57.75,77,-4.0508,-2.969,-13.0204,-674.1
4/5/1987,4,1,2,77,58.375,81.875,3.092,-1.9018,-11.8383,-359.7
4/6/1987,4,2,2,87,63.375,68.625,-2.149,1.0927,9.8926,433.8
4/7/1987,4,3,2,92,66.5,56.375,1.3977,2.6507,16.6207,663.7
4/8/1987,4,4,2,103,68.75,52.4375,0.7066,2.446,15.6486,767.3
4/9/1987,4,5,2,81,66,68.75,1.7428,2.2573,13.7659,471.5
4/10/1987,4,6,2,91,61.4375,82.9375,1.1309,2.8963,20.3905,540.2
4/11/1987,4,7,2,78,60.1875,77.3125,10.5144,-2.6133,-12.2136,-977
4/12/1987,4,1,2,70,61.9375,74.5625,7.0983,-2.89,-14.4651,-897.3
4/13/1987,4,2,2,87,67.5,64.125,5.1734,2.0185,18.6401,431.5
4/14/1987,4,3,2,81,67.25,60.625,12.4949,2.8179,20.2732,722.1
4/15/1987,4,4,2,70,65.75,68.6875,8.7049,2.4334,21.8641,483.4
4/16/1987,4,5,2,82,58.5625,88.1875,8.2473,2.5376,25.207,475
4/17/1987,4,6,2,74,60,82.5,6.0451,-1.7833,-1.9973,-691.2
4/18/1987,4,7,2,78,59.75,74.6875,15.1107,-3.3248,-22.4673,-1266.1
4/19/1987,4,1,2,63,64.5,49.125,9.3964,-2.7319,-13.177,-858.1
4/20/1987,4,2,2,67,68,50.25,8.824,0.7208,15.771,196.1
4/21/1987,4,3,2,82,73.8125,33.8125,6.9217,2.3538,12.9657,552.7
4/22/1987,4,4,2,75,70.0625,51.875,15.825,2.6436,21.7488,256.5
4/23/1987,4,5,2,67,63.0625,76.6875,6.4621,0.7464,11.7427,-294.1
4/24/1987,4,6,2,76,63.8125,74.5625,5.814,-0.00461,11.7956,-266.5
4/25/1987,4,7,2,57,62.25,78.25,4.9243,-1.3485,0.5399,-653.9
4/26/1987,4,1,2,66,61.1875,81.1875,8.0299,-2.9295,-14.3886,-1211.9
4/27/1987,4,2,2,78,61.75,85.0625,6.6409,-2.6755,-4.6321,-857.9
4/28/1987,4,3,2,91,62.5,89.6875,15.417,-2.0501,0.7926,-635.5
4/29/1987,4,4,2,77,60.75,83,0.0175,-2.7714,-10.5455,-938.3
4/30/1987,4,5,2,65,62.5,75.625,-1.0384,-3.0406,-14.4519,-1125.6
5/1/1987,5,6,2,81,63.125,68.1875,-1.4421,-1.388,-11.677,-868.1
5/2/1987,5,7,2,79,64.8125,63.375,12.3467,-2.8109,-10.2779,-888.2
5/3/1987,5,1,2,73,69.4375,58.5625,16.5392,0.4697,4.8391,-185.8
5/4/1987,5,2,2,75,71.25,59.5625,7.9713,1.271,13.0926,44.6285
5/5/1987,5,3,2,73,68.25,82.75,8.5396,3.2365,20.0313,201.2
5/6/1987,5,4,2,69,63.5625,91.625,15.3438,-0.0441,13.9741,-331.5
5/7/1987,5,5,2,78,64.6875,88.3125,0.657,-1.2277,8.8268,-560.4
5/8/1987,5,6,2,80,64.375,89,8.1568,-1.5107,3.2827,-482.7
5/9/1987,5,7,2,69,64.0625,86.125,13.0687,-2.8332,-4.101,-874.7
5/10/1987,5,1,2,70,64.875,87.4375,27.9517,-2.2245,-11.1663,-1073.9
5/11/1987,5,2,2,85,66.4375,87.75,25.5529,-2.1309,0.1695,-798.6
5/12/1987,5,3,2,85,65.9375,89.3125,24.1345,-1.9647,3.5546,-613.5
5/13/1987,5,4,2,87,64.75,85.9375,14.811,-2.3348,-3.2449,-851.4
5/14/1987,5,5,2,67,65,82,11.9674,-1.6539,-3.6795,-785.1
5/15/1987,5,6,2,79,64.8125,82.0625,-4.3317,-2.4552,-2.5643,-755.6
5/16/1987,5,7,2,72,65.4375,79.125,5.4833,-3.3248,-12.7529,-1122.3
5/17/1987,5,1,2,61,64.875,75.25,15.7007,-3.0481,-18.6391,-1252.7
5/18/1987,5,2,2,78,62.9375,67.5,15.2123,-3.3248,-16.8377,-1227.3
5/19/1987,5,3,2,67,61.875,65.3125,14.6366,-3.3248,-19.625,-1352.4
5/20/1987,5,4,2,78,61.4375,67.4375,1.2875,-3.3248,-14.5488,-1095.4
5/21/1987,5,5,2,84,63.3125,69.0625,-2.3515,-2.2576,-9.1121,-833.1
5/22/1987,5,6,2,66,62.8125,77.375,2.0821,-1.8102,-6.542,-602.7
5/23/1987,5,7,2,78,62.75,74,13.7132,-3.3248,-16.5002,-1078.8
5/24/1987,5,1,2,72,62.25,69.6875,12.7194,-3.2062,-19.5193,-1239.3
5/25/1987,5,2,2,69,60.5,69.6875,8.6604,-3.4038,-24.5923,-1430
5/26/1987,5,3,2,83,60.125,71.8125,2.6842,-3.1649,-17.7346,-1137.5
5/27/1987,5,4,2,76,60.6875,72.8125,-2.2707,-2.7283,-13.0265,-945.9
5/28/1987,5,5,2,68,62.4375,71.25,1.2778,-1.3535,-8.0493,-665.3
5/29/1987,5,6,2,67,61.25,72,1.9317,-1.733,-4.2716,-588.5
5/30/1987,5,7,2,75,64.6875,67.625,11.384,-1.0323,-3.0539,-416.6
5/31/1987,5,1,2,83,67.25,69.4375,17.4399,-0.3603,-2.2177,-456.7
6/1/1987,6,2,3,94,67.375,75.125,12.1957,0.7374,9.9136,-220.8
6/2/1987,6,3,3,89,66.25,78.0625,15.3591,-0.7807,6.2316,-557.1
6/3/1987,6,4,3,80,63.6875,81.875,12.8394,-1.4275,3.0445,-719.7
6/4/1987,6,5,3,78,66.375,72.6875,12.6262,-0.0298,8.8312,-105.6
6/5/1987,6,6,3,78,67.75,71.5625,8.9306,1.7633,14.5485,-288.3
6/6/1987,6,7,3,64,64.625,81.9375,-2.2185,-2.969,-13.5951,-1236
6/7/1987,6,1,3,77,64.6875,83.0625,8.8148,-2.8505,-19.72,-1322
6/8/1987,6,2,3,78,64.125,81.5,14.9368,-2.4929,-8.7897,-940.8
6/9/1987,6,3,3,65,63.5625,84.8125,29.2115,-2.7013,-2.5407,-672.7
6/10/1987,6,4,3,81,62.75,83.6875,24.93,-2.4947,-4.0847,-752.7
6/11/1987,6,5,3,75,63.25,76.8125,19.0746,-2.3027,-4.943,-883.6
6/12/1987,6,6,3,67,62.4375,80.25,11.9867,-2.3366,-1.0882,-824.2
6/13/1987,6,7,3,67,61.6875,81.75,20.0796,-2.8505,-4.4677,-787.8
6/14/1987,6,1,3,70,63.0625,73.6875,13.3715,-2.9295,-17.0642,-1286.2
6/15/1987,6,2,3,78,64.3125,73.1875,-4.312,-2.2971,-14.2706,-1055.4
6/16/1987,6,3,3,71,64.25,75.0625,2.5884,-1.0926,-4.1505,-681.2
6/17/1987,6,4,3,75,65.5,73.875,6.5703,0.4302,0.6144,-617.3
6/18/1987,6,5,3,68,64.5,74.875,7.9848,0.1265,-0.3083,-590.2
6/19/1987,6,6,3,81,64.125,76.25,8.3588,-1.3366,0.1994,-708.2
6/20/1987,6,7,3,80,63.875,75,11.3219,-2.6924,-13.1601,-1132.3
6/21/1987,6,1,3,76,65.5625,76.4375,17.4088,-2.89,-15.9417,-1236
6/22/1987,6,2,3,68,67.625,79.75,21.2767,-1.9216,-2.3232,-799.1
6/23/1987,6,3,3,73,65.3125,83.125,21.665,-1.503,-3.2351,-901.4
6/24/1987,6,4,3,66,65.4375,86.5625,33.8642,-0.558,0.754,-757.9
6/25/1987,6,5,3,75,65.75,84.9375,28.1819,-1.3714,6.1945,-671.1
6/26/1987,6,6,3,71,65.1875,77,21.361,-1.9845,1.6555,-837.6
6/27/1987,6,7,3,74,63.9375,80.375,23.4026,-2.3366,-6.111,-1038.7
6/28/1987,6,1,3,64,64.5625,76.8125,20.7629,-2.6528,-10.0925,-1222.6
6/29/1987,6,2,3,56,64.5,75.875,15.0533,-3.1022,-9.449,-1169.6
6/30/1987,6,3,3,67,65.125,74.0625,9.4571,-2.5831,-9.8435,-1149
7/1/1987,7,4,3,71,64.9375,79.3125,7.82,-2.0219,-4.7914,-965.3
7/2/1987,7,5,3,81,65.0625,79.4375,14.8519,-1.8981,-2.2468,-894.1
7/3/1987,7,6,3,55,65.625,75.6875,17.2225,-1.6503,-3.8565,-918.3
7/4/1987,7,7,3,55,66.5625,77.8125,20.7111,-2.1877,-10.4663,-1106.8
7/5/1987,7,1,3,80,66.25,79.625,18.8052,-2.9272,-13.9995,-1192.8
7/6/1987,7,2,3,84,65.625,80,12.9883,-2.3635,-7.7993,-1068.1
7/7/1987,7,3,3,67,65.8125,81.5625,16.6468,-2.2276,-4.2926,-926
7/8/1987,7,4,3,70,65.5625,80.8125,10.0949,-3.0284,-7.3661,-1032
7/9/1987,7,5,3,67,66.125,77.8125,9.4684,-3.238,-12.4861,-1122.2
7/10/1987,7,6,3,59,66.0625,75.25,-1.7831,-2.2305,-11.0188,-1012.8
7/11/1987,7,7,3,83,66,77.375,7.4298,-2.7906,-12.9009,-1046.1
7/12/1987,7,1,3,78,66.9375,78.75,16.8414,-2.6738,-11.0948,-1140.1
7/13/1987,7,2,3,81,67.5,80.375,10.4907,-0.5005,3.0264,-727.2
7/14/1987,7,3,3,77,66.875,82.3125,16.4271,-0.8412,-1.0781,-956.8
7/15/1987,7,4,3,68,65.4375,86.3125,11.929,-2.3014,-4.8495,-870.6
7/16/1987,7,5,3,74,64.5625,88.8125,2.2086,-3.3176,-11.9765,-1104
7/17/1987,7,6,3,84,65.5625,77.25,-1.6901,-3.3723,-19.0941,-1280.5
7/18/1987,7,7,3,68,66.5625,71.375,8.1222,-2.9902,-15.8753,-1133.2
7/19/1987,7,1,3,58,67.1875,72.3125,14.2721,-1.978,-8.0559,-686.3
7/20/1987,7,2,3,74,66,71.625,-3.5649,-0.9059,-0.3456,-324.8
7/21/1987,7,3,3,81,67.25,66.5,-3.6483,-2.2639,-16.3418,-1160.9
7/22/1987,7,4,3,66,67.1875,75.3125,-3.3521,-2.1829,-12.8103,-915.2
7/23/1987,7,5,3,73,67.5625,73.875,4.7428,-1.1636,-2.5104,-607.1
7/24/1987,7,6,3,73,67.625,75.9375,12.0102,-0.998,1.3082,-383.7
7/25/1987,7,7,3,70,69.3125,76.75,21.1504,0.145,1.6209,-396.7
7/26/1987,7,1,3,72,70.375,71.1875,24.8253,0.1028,1.9424,-440.7
7/27/1987,7,2,3,82,68.75,81.25,16.7088,0.0311,1.5457,-576.1
7/28/1987,7,3,3,72,67.625,79.5,16.9843,-0.3855,0.3762,-530.4
7/29/1987,7,4,3,74,68.3125,76,20.0164,0.2697,7.117,-367.1
7/30/1987,7,5,3,77,70.5,67.4375,18.6304,1.9558,16.048,85.3666
7/31/1987,7,6,3,75,72.5,65.5625,27.6947,3.2513,25.435,628.7
8/1/1987,8,7,3,75,73.875,60.6875,17.5419,1.8074,15.48,187.7
8/2/1987,8,1,3,58,69.625,75.25,15.9104,-0.2526,0.4029,-687.6
8/3/1987,8,2,3,90,69.625,75.9375,13.0269,1.8329,10.0398,-249.4
8/4/1987,8,3,3,75,70.625,73.5625,19.94,0.4682,9.2203,-420.7
8/5/1987,8,4,3,70,70.25,80.9375,14.099,0.2723,4.0075,-617.8
8/6/1987,8,5,3,78,68.5625,84.1875,13.9179,0.9651,3.801,-703.1
8/7/1987,8,6,3,50,69.625,81.5625,10.2177,-0.8195,-1.5878,-821.5
8/8/1987,8,7,3,78,69,79.3125,17.6158,-1.6131,-4.3333,-892.5
8/9/1987,8,1,3,69,69.5625,74.875,16.0088,-2.312,-2.7821,-853.3
8/10/1987,8,2,3,70,70.5,76.5,9.8808,-1.0364,-0.6771,-753.9
8/11/1987,8,3,3,92,69.8125,75.375,8.9518,-1.1417,-2.7586,-835.4
8/12/1987,8,4,3,58,67.4375,78.375,-1.2065,-1.7264,-8.724,-1059.5
8/13/1987,8,5,3,62,66.8125,80.5,-8.5909,-2.69,-14.3218,-1171.2
8/14/1987,8,6,3,56,66.25,68.3125,-11.2546,-2.8636,-18.5865,-1276.5
8/15/1987,8,7,3,63,66.875,71.0625,2.1183,-2.483,-19.6146,-1101.5
8/16/1987,8,1,3,68,67,80.375,11.0789,-1.3022,-13.1583,-632.9
8/17/1987,8,2,3,85,65.6875,79.3125,11.3048,-2.8424,-9.5472,-1049.9
8/18/1987,8,3,3,74,65.5,77,12.998,-2.3037,-6.7061,-978
8/19/1987,8,4,3,65,67.8125,71.375,14.2536,-0.656,1.2184,-513
8/20/1987,8,5,3,59,68.25,71.875,7.3007,0.8683,2.9904,-419.4
8/21/1987,8,6,3,90,68.125,64.75,3.6456,0.5591,0.5744,-407.1
8/22/1987,8,7,3,89,67.0625,65.875,1.0348,-1.0639,-7.5581,-727.9
8/23/1987,8,1,3,61,66.4375,73,5.7677,-0.534,-8.3766,-653.8
8/24/1987,8,2,3,77,65.8125,76.4375,-0.8559,-0.7087,-6.2962,-622.5
8/25/1987,8,3,3,61,66.1875,73.75,9.5154,-2.9445,-10.3227,-968.5
8/26/1987,8,4,3,68,67.0625,78.5625,11.7248,-1.9665,-3.1808,-659.9
8/27/1987,8,5,3,64,67.375,79.5,11.0925,-1.4258,4.427,-497.4
8/28/1987,8,6,3,73,67.9375,82.125,15.1128,0.5749,10.0339,-249.4
8/29/1987,8,7,3,62,67.4375,82.625,21.9842,0.06,4.3487,-513.4
8/30/1987,8,1,3,70,68.375,78.9375,14.8193,-2.0152,-7.0222,-993.7
8/31/1987,8,2,3,67,68.9375,76.625,-0.4561,-0.5084,8.5928,-277.5
9/1/1987,9,3,4,78,74.5,62.25,9.3518,4.1781,25.9832,750.1
9/2/1987,9,4,4,67,72.3125,71.5625,9.456,3.4293,18.2983,316.8
9/3/1987,9,5,4,71,68.25,80.5,9.738,-0.4448,-0.7797,-712.1
9/4/1987,9,6,4,84,67.125,80.25,16.1563,-1.3479,-2.5229,-673.6
9/5/1987,9,7,4,75,66.8125,75.75,17.6554,-2.5373,-5.6562,-832.8
9/6/1987,9,1,4,75,69.0625,66.875,8.315,-0.9573,-0.0332,-488.6
9/7/1987,9,2,4,61,71.5,70.375,17.2692,-0.8046,4.8826,-193.7
9/8/1987,9,3,4,66,71.625,77.4375,26.3655,2.5796,23.5219,742
9/9/1987,9,4,4,77,72.25,61.5625,4.6749,3.0119,25.1566,456
9/10/1987,9,5,4,81,69.8125,72,2.3858,1.5212,12.0203,-99.0012
9/11/1987,9,6,4,65,68.0625,78.8125,7.3751,-1.4877,-2.4725,-754.6
9/12/1987,9,7,4,53,67.4375,73.1875,-0.5261,-3.1749,-21.0614,-1354.4
9/13/1987,9,1,4,74,66.4375,72,0.8071,-2.8313,-18.2278,-1409.5
9/14/1987,9,2,4,65,67.5,77.25,1.5838,-0.5816,0.7477,-399.5
9/15/1987,9,3,4,70,68.25,81.5625,16.8724,1.636,13.7675,334.8
9/16/1987,9,4,4,70,67.6875,80,16.6938,-0.9492,2.9274,-456.8
9/17/1987,9,5,4,71,67.625,79.8125,18.6167,-1.7832,-0.3476,-508.2
9/18/1987,9,6,4,90,66.8125,82.25,15.4466,-2.0887,7.3742,-275.3
9/19/1987,9,7,4,71,67.25,83.1875,18.8283,-0.6595,8.4788,-53.6127
9/20/1987,9,1,4,65,68.5,81.5625,26.2916,-0.1931,7.9895,-59.0216
9/21/1987,9,2,4,67,70.625,83.0625,24.0112,0.4342,19.6124,309.5
9/22/1987,9,3,4,76,73,76,17.2217,0.0214,11.8746,165
9/23/1987,9,4,4,59,71.125,80.6875,-4.9359,0.6383,8.6054,62.0478
9/24/1987,9,5,4,77,68.0625,82.5625,3.4886,0.1986,4.0739,-100.4
9/25/1987,9,6,4,62,68,82.5625,9.1494,-1.1224,4.4774,-395.5
9/26/1987,9,7,4,56,67.4375,81,16.4566,-2.9823,-7.4247,-725.5
9/27/1987,9,1,4,72,68.25,82.625,21.7151,-2.0848,-6.5924,-698.5
9/28/1987,9,2,4,68,69.125,82.3125,15.0699,-0.3565,12.4981,170.9
9/29/1987,9,3,4,80,70.625,79,7.0883,1.2263,18.8003,575.6
9/30/1987,9,4,4,77,72.625,70.125,12.0022,4.3273,32.2902,1332
10/1/1987,10,5,4,90,72.1875,70.6875,7.3915,4.9572,22.1342,1172.5
10/2/1987,10,6,4,80,72.375,69.4375,10.8508,6.7765,29.2077,1690.4
10/3/1987,10,7,4,80,82.1875,41.375,14.2096,4.8996,18.8334,1794.3
10/4/1987,10,1,4,83,82.5,33.125,12.612,2.0666,7.96,628.9
10/5/1987,10,2,4,89,71.6875,82.25,13.4251,4.4706,33.0178,1299.8
10/6/1987,10,3,4,80,68.5625,87.125,4.9758,3.3775,24.9455,699.6
10/7/1987,10,4,4,75,67,83.6875,0.0999,-0.4543,1.6695,-163.6
10/8/1987,10,5,4,68,66.375,83.0625,-1.2902,-1.5339,-4.3813,-470.1
10/9/1987,10,6,4,64,66.375,81.9375,0.6756,-2.7186,-9.8454,-664.5
10/10/1987,10,7,4,72,66.0625,81.6875,8.3696,-0.9611,4.6242,113.1
10/11/1987,10,1,4,76,67.9375,90.3125,-5.0116,-1.612,0.7937,106.9
10/12/1987,10,2,4,75,65.9375,83.75,-16.2274,-1.4243,-12.4361,-450.6
10/13/1987,10,3,4,67,65.8125,82.3125,-10.9574,0.4544,-7.9613,84.4009
10/14/1987,10,4,4,71,65,82.6875,-3.0896,0.8795,0.2045,219.9
10/15/1987,10,5,4,73,64.3125,83.1875,2.4542,0.53,9.5345,329.4
10/16/1987,10,6,4,71,65.5625,82.25,12.5905,1.4197,15.444,1205.8
10/17/1987,10,7,4,82,65.5,82.4375,21.3975,-2.5347,-5.377,-346.2
10/18/1987,10,1,4,64,65.6875,78.25,18.6698,-2.9349,-17.6717,-955.8
10/19/1987,10,2,4,85,63.625,79.125,7.6141,-1.8964,-6.6326,-472.1
10/20/1987,10,3,4,77,64.875,82.375,-5.3086,2.3665,13.5766,777.9
10/21/1987,10,4,4,58,67,83.0625,-3.3341,3.4898,19.3762,1072.1
10/22/1987,10,5,4,63,66.1875,93.9375,-23.4215,0.1362,-11.7393,-552.3
10/23/1987,10,6,4,87,66.5,85.0625,-20.1045,-1.363,-20.7752,-613.2
10/24/1987,10,7,4,64,66.3125,84.5,-17.8123,-1.2385,-21.452,-528.1
10/25/1987,10,1,4,92,68.875,71.9375,-15.642,0.8943,-11.9237,316.8
10/26/1987,10,2,4,74,74.125,56,-14.7995,2.0051,2.6895,647.7
10/27/1987,10,3,4,81,70.3125,70.625,-19.5018,4.4376,3.9309,859.4
10/28/1987,10,4,4,72,67.8125,85.0625,-17.0233,1.8908,-9.5365,-144.9
10/29/1987,10,5,4,71,64.125,81.625,-17.2516,-2.5544,-24.2649,-903.7
10/30/1987,10,6,4,67,65.5625,76.9375,-15.2755,1.1729,-0.1415,519.5
10/31/1987,10,7,4,75,63.1875,94.4375,-20.2903,-2.2304,-14.93,-476
11/1/1987,11,1,4,67,65.625,86.75,-15.4928,-2.8866,-20.4712,-850.7
11/2/1987,11,2,4,78,61.4375,70.4375,-11.381,-2.4641,-20.7565,-911
11/3/1987,11,3,4,81,62.25,73.3125,-12.6093,-0.785,-9.7305,-316.8
11/4/1987,11,4,4,75,60.8125,83.875,-19.0739,0.9669,5.0508,691.5
11/5/1987,11,5,4,84,57.75,88.3125,-17.0552,-0.5059,-13.9698,111.6
11/6/1987,11,6,4,83,61.5,78,-12.6485,1.5125,-9.2719,489.4
11/7/1987,11,7,4,67,61.9375,84.1875,-7.101,1.632,1.144,1063
