Date,Month,Day of week,season,Deaths,Temp,RelHumid,O3,SO2,NO2,CO
8/19/1989,8,7,3,76,65.5,78.5625,4.8642,-2.2586,-16.3661,-1075.6
8/20/1989,8,1,3,64,65.75,74.3125,6.0579,-2.3331,-22.4628,-1184.1
8/21/1989,8,2,3,69,66.875,69.3125,3.6583,-2.0674,-16.5909,-1045.6
8/22/1989,8,3,3,66,65.6875,79.9375,4.6519,-1.5198,-12.5404,-832.9
8/23/1989,8,4,3,59,66.0625,80.375,7.406,-1.8036,-12.9704,-979.3
8/24/1989,8,5,3,61,67.125,78,6.3024,-1.6915,-12.1348,-951.6
8/25/1989,8,6,3,52,66.3125,75.6875,1.7412,-1.9038,-13.3958,-976.5
8/26/1989,8,7,3,64,66.1875,76.9375,16.6527,-1.8626,-14.5312,-1042
8/27/1989,8,1,3,65,65.3125,80.3125,24.3507,-1.818,-15.7352,-1017.2
8/28/1989,8,2,3,51,64.3125,85.1875,15.0239,-1.053,0.4196,-511.2
8/29/1989,8,3,3,65,65.25,79.0625,8.8341,-0.3344,3.5035,-333.6
8/30/1989,8,4,3,52,66.75,77.8125,7.024,0.5645,3.3012,-192.4
8/31/1989,8,5,3,56,66.8125,77.5,4.853,0.4142,1.4075,-246.4
9/1/1989,9,6,4,76,64.8125,83.375,11.2889,-0.0543,11.543,112.3
9/2/1989,9,7,4,79,66.125,77.9375,17.9159,-0.2275,13.0188,158
9/3/1989,9,1,4,72,67.125,76.5,14.9442,-0.221,3.5047,-147
9/4/1989,9,2,4,58,68.3125,71.625,15.8945,-1.2988,0.5961,-383.1
9/5/1989,9,3,4,70,69.75,68.125,11.1988,0.1755,16.5892,259.7
9/6/1989,9,4,4,81,66.625,77.0625,2.3851,0.8674,4.9558,-217.6
9/7/1989,9,5,4,70,65.875,76.5,-2.1009,-0.4898,-0.0895,-318.6
9/8/1989,9,6,4,75,65.5625,79.125,2.2165,-0.9187,4.9066,-125.9
9/9/1989,9,7,4,70,64.6875,78.875,12.5668,-1.3495,-5.0333,-616.9
9/10/1989,9,1,4,63,65.75,75.8125,18.2261,-1.738,-8.0897,-770.1
9/11/1989,9,2,4,72,66.25,78.3125,9.7538,-1.4904,-2.3843,-558.3
9/12/1989,9,3,4,60,67.0625,79.25,18.8546,-2.0907,-2.3105,-686.1
9/13/1989,9,4,4,70,68.875,80.5625,22.9434,-0.5078,18.8238,143.1
9/14/1989,9,5,4,77,74.3125,59.1875,17.4306,1.4349,24.3798,607
9/15/1989,9,6,4,72,72.5625,74.375,1.7809,3.032,22.6425,540.5
9/16/1989,9,7,4,61,70.125,77.3125,-6.2982,-0.1902,-6.1702,-538.4
9/17/1989,9,1,4,67,66.125,76.375,-4.0496,-2.5394,-28.3456,-1336.9
9/18/1989,9,2,4,55,64.8125,73.6875,-10.0891,-2.0213,-24.3781,-1124.9
9/19/1989,9,3,4,71,64.5,66.875,-6.8119,-2.5303,-17.0329,-952.3
9/20/1989,9,4,4,84,67.375,73.125,-3.9914,-0.5555,1.3024,-80.7703
9/21/1989,9,5,4,71,75.4375,52.25,0.5612,1.1643,13.3812,787.6
9/22/1989,9,6,4,70,69.125,82.3125,8.0127,1.9911,15.6901,577.4
9/23/1989,9,7,4,98,63.9375,87.8125,22.6569,-1.0363,6.7239,-304.1
9/24/1989,9,1,4,70,70.8125,66.5625,18.7382,-0.0798,10.397,-16.7929
9/25/1989,9,2,4,66,71.25,69.5625,-11.9959,4.1998,50.8789,1809.2
9/26/1989,9,3,4,62,70,76.625,11.8969,2.148,25.7577,655.1
9/27/1989,9,4,4,66,70.5625,67.3125,0.6815,1.6767,15.9167,66.3567
9/28/1989,9,5,4,64,71.8125,56.3125,-3.3323,2.228,12.8585,268.2
9/29/1989,9,6,4,65,68.3125,68.625,-9.2106,1.1807,-2.7495,-221
9/30/1989,9,7,4,70,66,76.0625,-5.2043,-0.5371,-9.3156,-513.2
10/1/1989,10,1,4,59,65.875,72.75,-0.8366,-2.1878,-15.9743,-957.6
10/2/1989,10,2,4,80,64.9375,71.75,-0.3438,-2.5807,-21.6304,-1388.6
10/3/1989,10,3,4,58,64.5,66.375,-3.5683,-2.279,-12.446,-679.7
10/4/1989,10,4,4,69,67.3125,63.6875,-3.8833,-0.7916,6.9416,421.9
10/5/1989,10,5,4,71,68.1875,74.1875,3.8371,-0.5695,-1.8545,26.1362
10/6/1989,10,6,4,67,66.25,81.6875,0.8627,-1.9459,-7.5094,-542.3
10/7/1989,10,7,4,76,66.6875,86.6875,3.2378,-1.4547,0.1427,-190.5
10/8/1989,10,1,4,66,64.25,86.8125,8.5925,-0.5765,3.2633,-54.0466
10/9/1989,10,2,4,68,65,84.9375,13.1279,-1.1722,7.9642,-234.1
10/10/1989,10,3,4,65,64.625,81.9375,9.3203,-0.4784,16.6463,-189.7
10/11/1989,10,4,4,60,64.25,84.6875,19.4685,-0.0473,22.7609,133.8
10/12/1989,10,5,4,60,63.6875,83.9375,11.5503,-0.4313,12.4587,-193.4
10/13/1989,10,6,4,61,63.5,85.375,-2.821,-0.1296,17.6314,156.8
10/14/1989,10,7,4,81,63.6875,80.125,7.7472,-2.3483,-11.6521,-1018.2
10/15/1989,10,1,4,57,62.6875,79.4375,0.541,-2.088,-8.6732,-658.7
10/16/1989,10,2,4,78,63.9375,85.6875,0.2303,-0.306,11.9897,511.3
10/17/1989,10,3,4,55,63.375,91.5,-3.0801,1.5181,29.4509,1270.3
10/18/1989,10,4,4,58,66.125,81.6875,-5.6458,2.3774,34.0472,1566.5
10/19/1989,10,5,4,62,66,83.875,-4.362,2.108,16.1826,890.6
10/20/1989,10,6,4,74,66.0625,66.875,-3.5814,-1.953,-14.4942,-1129.8
10/21/1989,10,7,4,56,65.875,76.9375,-11.7246,-1.5168,-18.269,-1251.2
10/22/1989,10,1,4,74,66.375,90,-18.7969,-1.8638,-20.5378,-1111
10/23/1989,10,2,4,62,64.0625,84.9375,-16.4502,-1.6633,-21.4876,-937
10/24/1989,10,3,4,60,64.6875,86.1875,-15.1269,-1.9482,-19.3883,-910.4
10/25/1989,10,4,4,75,63.5,49.625,-4.6169,-1.9236,-22.6342,-1291.5
10/26/1989,10,5,4,62,61.1875,56.5,-12.2201,-0.3829,-1.8359,207.1
10/27/1989,10,6,4,72,60.25,76.5625,-12.7899,1.8666,12.4013,1318.9
10/28/1989,10,7,4,77,61.375,69.875,-4.1456,1.3928,12.4258,970.2
10/29/1989,10,1,4,56,67.75,20.125,-8.1993,-0.1255,-8.7422,401.3
10/30/1989,10,2,4,100,66.875,34.875,-14.4688,1.2913,-1.2624,767.9
10/31/1989,10,3,4,68,63.75,47.0625,-13.9625,1.8773,8.4217,1465.2
11/1/1989,11,4,4,60,65.25,51.9375,-15.5682,4.0593,26.1579,2329.3
11/2/1989,11,5,4,89,65.9375,42.125,-13.3006,2.3382,5.401,1424.4
11/3/1989,11,6,4,71,67.1875,42.5625,-13.2309,4.4901,17.9741,2099.6
11/4/1989,11,7,4,83,63.0625,84.3125,-7.7542,3.4696,17.0364,1289.8
11/5/1989,11,1,4,71,61.25,77.5,-2.7051,-1.9467,-10.7706,-596.3
11/6/1989,11,2,4,67,60.875,81.5,-4.265,-1.5316,-8.4545,-571.4
11/7/1989,11,3,4,71,59.5625,81.1875,-6.2447,-0.9209,7.8948,522
11/8/1989,11,4,4,74,62.625,75.125,-9.0201,2.9356,27.7242,2241.4
11/9/1989,11,5,4,63,66.0625,32.5625,-15.1711,4.5302,19.655,1971.9
11/10/1989,11,6,4,61,68.25,50.9375,-13.6738,5.3999,28.963,2933.6
11/11/1989,11,7,4,79,61.3125,91.5,-2.9438,5.5946,32.2979,1642.1
11/12/1989,11,1,4,65,59.125,84.375,8.8034,3.0824,12.3895,-181.5
11/13/1989,11,2,4,81,59.75,78.5625,-3.2205,0.1472,5.6715,-284.1
11/14/1989,11,3,4,82,60.0625,81.875,-9.2756,1.7964,23.6119,710
11/15/1989,11,4,4,75,68,40.8125,-14.8471,3.1452,32.3216,2307.6
11/16/1989,11,5,4,76,64.375,59.5625,-16.1539,3.3731,20.4154,1871.8
11/17/1989,11,6,4,71,61.3125,90.6875,-15.598,4.7331,30.9784,2187.4
11/18/1989,11,7,4,76,74.4375,21.125,-13.6583,1.1128,0.3106,1101.6
11/19/1989,11,1,4,77,70.375,30.1875,-11.7815,1.1849,0.8307,585.7
11/20/1989,11,2,4,73,69.8125,47.9375,-19.3096,3.9541,19.1589,1267.3
11/21/1989,11,3,4,77,62.5625,86.5,-14.8805,2.1975,11.0571,610.6
11/22/1989,11,4,4,82,60.5625,87.3125,-16.6287,0.7315,30.7416,1590.4
11/23/1989,11,5,4,74,60.0625,83.6875,-3.0979,1.3564,30.3269,1808.3
11/24/1989,11,6,4,63,61.0625,78.1875,0.4678,-1.9907,-1.445,-279
11/25/1989,11,7,4,92,61.25,77.9375,-8.5774,-1.9834,-13.6611,-949.3
11/26/1989,11,1,4,75,59.75,40,-9.4829,-2.4597,-21.8539,-1226.8
11/27/1989,11,2,4,70,65.3125,13.625,-13.3984,0.2369,-10.6018,62.7292
11/28/1989,11,3,4,82,64.125,9.5,-13.01,2.0212,-2.7195,923.3
11/29/1989,11,4,4,92,64.625,12,-14.3358,1.3709,-5.7803,616.5
11/30/1989,11,5,4,85,58.9375,44.625,-16.9724,2.8301,2.6075,1252.4
12/1/1989,12,6,1,77,60.4375,43.6875,-16.5715,4.7572,20.6655,2475.1
12/2/1989,12,7,1,86,64.4375,29.875,-15.0515,2.5495,4.7028,1431.2
12/3/1989,12,1,1,71,61.875,41.375,-12.0644,1.7184,-2.8912,332.2
12/4/1989,12,2,1,93,60.1875,66.3125,-16.6823,4.4936,16.6063,2158.4
12/5/1989,12,3,1,96,61,87.5625,-18.5675,7.5224,43.6313,3027
12/6/1989,12,4,1,94,65.75,44.75,-16.0823,5.4436,35.2514,2842.8
12/7/1989,12,5,1,74,63.5,60.375,-16.7444,5.7435,26.308,2885.8
12/8/1989,12,6,1,105,62.0625,55.5625,-18.1907,5.1548,30.7405,2709.8
12/9/1989,12,7,1,67,58.25,87.625,-14.2877,4.1122,40.4824,2664.1
12/10/1989,12,1,1,78,55.25,85.4375,-11.8023,2.7337,28.4981,1757.5
12/11/1989,12,2,1,81,59.125,13,-13.2222,1.6688,14.7121,1620.9
12/12/1989,12,3,1,110,55.5,42.5,-17.3507,2.1487,3.3606,1146.5
12/13/1989,12,4,1,70,58.5,45.875,-21.6033,5.9422,21.2295,3067.2
12/14/1989,12,5,1,84,58,70.6875,-19.2145,5.3,23.7887,2616.3
12/15/1989,12,6,1,80,58.8125,78.875,-21.605,5.9855,42.7827,3684.5
12/16/1989,12,7,1,93,55.9375,75.8125,-15.0738,2.6001,28.2674,2688.4
12/17/1989,12,1,1,86,55.25,80.6875,-9.4106,1.1709,16.1916,2127.1
12/18/1989,12,2,1,82,55.6875,69.5,-16.1756,1.4078,7.1604,1595.7
12/19/1989,12,3,1,88,56.75,70.875,-15.7673,0.8736,8.6207,1559.2
12/20/1989,12,4,1,78,56.4375,78.3125,-16.2912,3.2243,29.4575,2514.3
12/21/1989,12,5,1,90,56.625,80.75,-15.9209,4.178,39.1639,3258.1
12/22/1989,12,6,1,89,59.4375,62.6875,-15.7307,2.9984,29.2869,2962.7
12/23/1989,12,7,1,84,67.625,28.5625,-16.7893,0.6174,-3.9665,508.1
12/24/1989,12,1,1,78,67.0625,30.375,-17.0787,0.4399,-1.0251,947.3
12/25/1989,12,2,1,90,64.375,48.75,-18.1211,1.2162,6.8856,1431.9
12/26/1989,12,3,1,95,60.875,79.9375,-19.9835,4.5698,29.3468,1992.3
12/27/1989,12,4,1,95,59.5625,75.25,-12.0827,2.6407,24.1395,1289.8
12/28/1989,12,5,1,100,55.5,73.375,-11.9939,-1.5278,-12.5656,-237
12/29/1989,12,6,1,96,56.75,71.875,-19.2916,0.2082,-2.8903,1119
12/30/1989,12,7,1,91,58.25,68.8125,-15.0305,2.2344,1.0122,1273.2
12/31/1989,12,1,1,95,57,89.9375,-15.2378,1.2205,9.3287,1495.8
1/1/1990,1,2,1,98,55.9375,75.125,-10.4952,0.7358,1.7435,1054
1/2/1990,1,3,1,72,55.0625,38,-12.708,-2.5765,-20.167,-778.4
1/3/1990,1,4,1,98,54.375,57.6875,-17.1527,0.3767,-7.3392,575.1
1/4/1990,1,5,1,109,57.6875,35.875,-17.8354,2.0931,4.6257,1642.8
1/5/1990,1,6,1,89,58.5625,52.9375,-16.9455,2.9611,6.5492,1831.1
1/6/1990,1,7,1,92,57.875,72.5,-16.2464,2.1099,7.0778,1356.2
1/7/1990,1,1,1,92,56.625,80.5625,-13.6191,1.9323,10.1214,1052.3
1/8/1990,1,2,1,105,57.5,88.125,-15.4383,3.1158,28.1129,2275.1
1/9/1990,1,3,1,99,60.375,80.25,-16.4878,5.6876,61.5213,4340.6
1/10/1990,1,4,1,106,56.5625,97.4375,-14.4026,4.9003,43.8714,2925.5
1/11/1990,1,5,1,112,56.25,90.5,-15.7858,5.4032,53.0004,2999.1
1/12/1990,1,6,1,96,59.75,87.0625,-17.2048,1.5538,8.1193,842.6
1/13/1990,1,7,1,67,59.9375,90,-9.3056,-2.5256,-26.5056,-1142.7
1/14/1990,1,1,1,95,53,82.6875,-11.3062,-2.2335,-20.9123,-405.8
1/15/1990,1,2,1,82,53.5,82,-18.2449,-1.2745,-12.3008,490.9
1/16/1990,1,3,1,78,53,78.1875,-16.4597,-1.1523,-15.8318,307
1/17/1990,1,4,1,78,51,61.1875,-14.1716,-1.7037,-17.2586,-384.1
1/18/1990,1,5,1,90,53.0625,70.1875,-17.0953,0.0578,-8.6453,189.8
1/19/1990,1,6,1,69,53.4375,78.8125,-17.9339,1.9057,-5.0337,1106.4
1/20/1990,1,7,1,88,56.625,55.875,-12.4676,0.8956,-6.0668,610.2
1/21/1990,1,1,1,93,62.25,29.6875,-10.6351,0.1358,-9.7879,249.7
1/22/1990,1,2,1,98,59.5,52.625,-15.941,1.9841,-0.9275,887.5
1/23/1990,1,3,1,100,58.375,55.3125,-16.255,3.653,16.1727,1968.9
1/24/1990,1,4,1,81,68,16.3125,-13.7336,2.9931,11.1263,1675.3
1/25/1990,1,5,1,96,63.625,36.1875,-15.2889,1.993,-2.5527,604
1/26/1990,1,6,1,99,57,82.625,-16.8859,4.5467,16.1098,1761.8
1/27/1990,1,7,1,86,64.375,17.625,-10.0234,1.4838,2.9933,872.3
1/28/1990,1,1,1,71,61.4375,46.9375,-10.0917,0.3224,-8.1547,44.0378
1/29/1990,1,2,1,92,58,78.5,-15.875,4.2787,15.6653,1653.1
1/30/1990,1,3,1,86,55.4375,88.9375,-14.4709,0.8323,0.5627,503.4
1/31/1990,1,4,1,84,57,70.25,-12.4954,-0.9653,-13.8808,-399.5
2/1/1990,2,5,1,93,57.0625,37.5,-7.803,-2.1581,-23.0381,-1132.4
2/2/1990,2,6,1,80,56.0625,67.5625,-11.1969,0.3357,-8.4344,-76.5608
2/3/1990,2,7,1,96,54.25,86.5,-15.0914,2.2355,2.8281,831.6
2/4/1990,2,1,1,85,53.375,42.3125,-8.7687,-1.8315,-16.1522,-469.1
2/5/1990,2,2,1,97,54,69.5625,-13.6421,0.622,-4.1425,353
2/6/1990,2,3,1,81,55,80.4375,-12.885,3.1533,14.1702,1229.9
2/7/1990,2,4,1,103,54.375,53.1875,-13.4977,1.5432,5.7373,565.7
2/8/1990,2,5,1,75,55.625,47.8125,-12.4852,0.3131,-7.1541,-30.6693
2/9/1990,2,6,1,91,55.125,82.5,-14.0705,2.1442,5.168,695
2/10/1990,2,7,1,64,58.6875,72.5625,-11.8212,2.4501,11.5235,1316.6
2/11/1990,2,1,1,79,59.625,80.0625,-8.7877,1.7392,8.3924,748.5
2/12/1990,2,2,1,100,56.8125,79.5625,-11.546,-1.4963,-9.5911,-716.5
2/13/1990,2,3,1,80,52.875,56.4375,-9.1367,-1.827,-15.1054,-724.4
2/14/1990,2,4,1,94,47.0625,20.1875,-4.3378,-2.5931,-25.0147,-1097
2/15/1990,2,5,1,87,48.1875,51.6875,-12.2342,0.1572,-6.6089,80.9564
2/16/1990,2,6,1,88,52.125,69.375,-11.7133,-1.0644,-9.4004,-182.4
2/17/1990,2,7,1,91,53.9375,89.125,-11.1689,-2.5504,-20.8755,-1015
2/18/1990,2,1,1,99,48.375,55.625,-5.1076,-2.6273,-24.6206,-1278.1
2/19/1990,2,2,1,76,50.5625,60.625,-7.7258,-1.124,-12.4884,-378.6
2/20/1990,2,3,1,87,53.0625,79,-12.1502,1.0291,6.3313,894.1
2/21/1990,2,4,1,71,57.25,72.75,-11.8785,4.177,30.8956,1954.5
2/22/1990,2,5,1,77,62.9375,51.125,-9.3336,3.7112,14.9234,1601
2/23/1990,2,6,1,79,64.3125,51,-7.3508,5.4469,32.757,1873.5
2/24/1990,2,7,1,77,63.4375,59.5,-7.5565,4.8098,31.3332,1549.9
2/25/1990,2,1,1,78,59.6875,83.625,3.0427,3.5459,23.9943,764.6
2/26/1990,2,2,1,73,56.4375,87.25,-3.1749,3.6041,32.5684,1117.8
2/27/1990,2,3,1,73,55.8125,87.8125,1.4049,2.146,27.6141,671.9
2/28/1990,2,4,1,80,55.0625,88,-0.6319,0.9836,20.7676,270.4
3/1/1990,3,5,2,62,56.9375,81.5,-7.2603,0.855,13.8496,110
3/2/1990,3,6,2,77,57.875,81.75,-5.8133,-1.8583,2.6128,-346.6
3/3/1990,3,7,2,66,58.25,89.875,-5.8809,-1.9508,-4.1584,-524.5
3/4/1990,3,1,2,78,55.9375,80.5,-7.66,-1.8717,-26.4311,-1348.8
3/5/1990,3,2,2,88,55.75,69.9375,-3.2064,-2.2665,-22.2869,-1092.9
3/6/1990,3,3,2,81,56.625,75.875,-8.5316,-0.4531,-1.173,8.7745
3/7/1990,3,4,2,74,57.3125,80.625,-2.6057,1.5239,12.5955,646.6
3/8/1990,3,5,2,90,55.1875,80.6875,-7.7874,0.4153,6.3601,161.5
3/9/1990,3,6,2,77,55.9375,69.75,-6.9696,-2.1551,-13.5781,-833.2
3/10/1990,3,7,2,84,55.125,81.125,-3.5252,-1.5226,-15.0469,-671.8
3/11/1990,3,1,2,57,53.125,61.5625,1.0446,-2.3942,-25.2037,-1251
3/12/1990,3,2,2,68,49.125,65.6875,-9.7508,-1.2744,-14.7628,-150.4
3/13/1990,3,3,2,62,54.5625,58.4375,-7.6792,-1.1707,-13.7577,-399.4
3/14/1990,3,4,2,68,55.75,55.125,-7.5593,0.6349,-2.5303,29.2555
3/15/1990,3,5,2,75,59.875,66.5625,-3.7584,2.0714,20.9853,964.8
3/16/1990,3,6,2,69,65.375,35.0625,-2.7465,2.2585,17.5193,907.8
3/17/1990,3,7,2,77,60.9375,62.5625,0.8088,1.0766,10.4747,358.7
3/18/1990,3,1,2,70,59.8125,76.75,9.7565,1.2201,10.2771,287.2
3/19/1990,3,2,2,76,62.875,70.8125,1.7908,2.0559,29.9751,858.5
3/20/1990,3,3,2,76,66,59.6875,2.3562,2.2292,30.2924,1048.9
3/21/1990,3,4,2,66,63,72.5,10.6236,3.565,27.6526,802.7
3/22/1990,3,5,2,74,57.5625,90.3125,5.4255,1.0968,20.7794,346.2
3/23/1990,3,6,2,75,57.1875,86.125,15.9376,-0.4468,13.3342,49.3731
3/24/1990,3,7,2,66,58.0625,78.4375,21.7469,-2.2199,-4.0518,-389.4
3/25/1990,3,1,2,57,58.125,79.5625,23.0492,-2.4939,-14.2491,-775.7
3/26/1990,3,2,2,66,56.5,85.9375,8.8652,-1.3842,3.0407,-47.131
3/27/1990,3,3,2,79,56,75.6875,3.1211,-2.3532,-15.8619,-914.4
3/28/1990,3,4,2,78,55.875,77.75,-4.5805,-2.5982,-13.891,-830
3/29/1990,3,5,2,65,55.3125,75.5,-7.4471,-1.7204,-8.8816,-521.8
3/30/1990,3,6,2,80,56.5,73.875,-4.1619,-1.2035,-5.4631,-559.1
3/31/1990,3,7,2,71,56.3125,79.6875,2.3592,-0.8823,-5.0536,-304.1
4/1/1990,4,1,2,67,57.5,77.8125,7.1438,-2.421,-9.3613,-726.7
4/2/1990,4,2,2,76,60.125,78.5,3.4622,-1.4707,8.0052,-2.9464
4/3/1990,4,3,2,66,64.5,61.625,1.676,-0.2441,6.29,-26.0125
4/4/1990,4,4,2,70,61.0625,88.625,-13.7814,-2.1009,-8.3932,-506
4/5/1990,4,5,2,69,59.4375,85.125,-9.3059,-2.1301,-13.7163,-564.3
4/6/1990,4,6,2,70,58.5,84.625,-8.778,-2.1313,-6.6341,-596.8
4/7/1990,4,7,2,64,60.125,74.5625,0.8371,-2.4939,-12.8034,-790.8
4/8/1990,4,1,2,76,60.875,72.6875,-4.1197,-2.6656,-20.8369,-1120.8
4/9/1990,4,2,2,77,63.4375,72.25,-1.8632,-0.3864,-0.364,-81.131
4/10/1990,4,3,2,65,66.75,64.9375,4.5727,2.3126,17.244,551.4
4/11/1990,4,4,2,69,67.5,64.3125,9.8373,1.3018,11.3868,94.5801
4/12/1990,4,5,2,74,64.10714286,81.75,20.4939,1.1103,15.9886,78.372
4/13/1990,4,6,2,70,60.875,82.375,8.0061,-1.5608,-0.3868,-598.6
4/14/1990,4,7,2,68,60.9375,72.875,9.052,-1.9566,-13.127,-903.1
4/15/1990,4,1,2,77,61.375,70.3125,5.9602,-2.5537,-23.1944,-1323.5
4/16/1990,4,2,2,83,60.8125,75.625,-3.9709,-2.193,-19.9581,-1106.5
4/17/1990,4,3,2,70,61.9375,80.375,-5.3145,-1.833,-14.4491,-946.2
4/18/1990,4,4,2,61,62.625,74.0625,-4.4444,-1.3127,-10.9422,-942.6
4/19/1990,4,5,2,60,62.75,72.25,0.9356,-1.8906,-10.5756,-939.7
4/20/1990,4,6,2,72,63.125,71.5625,3.0661,-1.6973,-8.7719,-767.2
4/21/1990,4,7,2,57,61.375,73.875,3.9693,-1.8964,-11.5699,-692.8
4/22/1990,4,1,2,67,61.125,75,7.6402,-2.3331,-21.4199,-1196.1
4/23/1990,4,2,2,66,59,86.8125,-7.2092,-2.4516,-15.5671,-918.3
4/24/1990,4,3,2,68,61.6875,73.9375,-4.2129,-2.1777,-17.2928,-870.8
4/25/1990,4,4,2,54,65.625,67.125,1.6411,-1.4082,-6.0817,-537
4/26/1990,4,5,2,63,65.625,78.375,8.7904,-0.1482,2.3552,-208.3
4/27/1990,4,6,2,67,63.0625,84.625,8.2365,1.1025,3.9858,-272.2
4/28/1990,4,7,2,66,62.125,77.75,17.9913,-1.6215,-17.5847,-1066.7
4/29/1990,4,1,2,73,61.625,70.4375,11.7081,-2.4462,-27.3035,-1417.6
4/30/1990,4,2,2,69,59.5,67.5625,-5.3034,-1.47,-16.5316,-1031.7
5/1/1990,5,3,2,68,63.5,65.375,-0.8336,-1.3472,-9.5617,-690.3
5/2/1990,5,4,2,74,61.125,76.875,2.0484,-2.1343,-13.7493,-857
5/3/1990,5,5,2,50,61.9375,79.5,6.9475,-1.7644,-10.2983,-884.7
5/4/1990,5,6,2,62,68.0625,65.1875,1.4473,0.8875,4.7508,-87.0544
5/5/1990,5,7,2,79,73.625,51.9375,10.7311,1.0519,3.4784,57.6128
5/6/1990,5,1,2,74,74,48.5625,19.7447,0.8163,-1.305,-368.4
5/7/1990,5,2,2,71,63.4375,76.6875,-0.6894,-2.2641,-12.3376,-898.7
5/8/1990,5,3,2,63,61.8125,70.5625,4.9765,-2.6261,-18.7188,-1072
5/9/1990,5,4,2,65,61,68.375,9.2761,-1.8248,-16.9647,-1058.3
5/10/1990,5,5,2,66,60.5,59.5625,4.6453,-2.43,-22.5493,-1229.9
5/11/1990,5,6,2,76,61.0625,69.625,0.683,-2.0316,-14.8189,-935.9
5/12/1990,5,7,2,62,62.0625,73.75,11.6562,-2.5519,-15.9358,-959.7
5/13/1990,5,1,2,61,62.875,74.25,14.5699,-1.9873,-14.5269,-781
5/14/1990,5,2,2,70,61.5625,71.9375,8.32,-2.5558,-19.4007,-1115.2
5/15/1990,5,3,2,57,61.6875,68.75,3.0518,-2.4333,-14.747,-982.2
5/16/1990,5,4,2,58,62.625,75.375,7.7747,-0.7159,-1.8088,-483.2
5/17/1990,5,5,2,73,60.75,72.5625,8.7511,-1.2981,-7.6861,-840
5/18/1990,5,6,2,62,60.625,70.1875,6.2868,-1.82,-12.6309,-872.8
5/19/1990,5,7,2,72,59.375,69.8125,1.5579,-2.4632,-19.4304,-1123.6
5/20/1990,5,1,2,54,63.125,68.0625,0.3309,-1.9791,-21.4301,-1139.5
5/21/1990,5,2,2,74,63.625,73.375,-3.6334,-0.7815,-10.7214,-774.6
5/22/1990,5,3,2,76,65.4375,68.3125,-3.557,1.5338,-7.6538,-572.7
5/23/1990,5,4,2,64,63.125,76.375,-8.9791,0.2178,-16.4085,-852.9
5/24/1990,5,5,2,64,63.125,62.9375,-0.2128,-0.7011,-12.9807,-957.3
5/25/1990,5,6,2,65,63.5625,67.3125,5.9576,-1.2688,-3.6466,-564.8
5/26/1990,5,7,2,79,62.6875,67.3125,10.0619,-2.5323,-15.9277,-969.4
5/27/1990,5,1,2,73,61.3125,80.375,-1.8479,-2.3583,-23.3107,-1275.8
5/28/1990,5,2,2,66,61.25,73.125,-0.679,-2.6614,-27.9306,-1474.2
5/29/1990,5,3,2,57,61.4375,75.125,-2.781,-2.4886,-17.2977,-963.2
5/30/1990,5,4,2,73,63.25,69,-2.1871,-1.9227,-14.0372,-875.3
5/31/1990,5,5,2,63,61.5,62.875,-1.1295,-2.6194,-16.5257,-1058
6/1/1990,6,6,3,69,64.1875,65.0625,5.9021,-2.0992,-7.9011,-727.1
6/2/1990,6,7,3,76,69.9375,50.6875,19.756,-0.8384,5.9444,-109.4
6/3/1990,6,1,3,75,72.3125,50.625,25.2253,0.1639,2.3434,-305.1
6/4/1990,6,2,3,64,69.9375,64.3125,16.2047,0.4929,8.9871,-177.2
6/5/1990,6,3,3,80,66.625,79.3125,9.5445,-0.1256,-3.534,-535.1
6/6/1990,6,4,3,66,65.375,78.5,9.4369,-1.5318,-6.8317,-702.7
6/7/1990,6,5,3,73,67.3125,80.9375,14.1666,-0.3564,2.6163,-316.4
6/8/1990,6,6,3,81,66.625,84.3125,15.5685,0.1829,1.0897,-336.9
6/9/1990,6,7,3,51,69.1875,75.0625,-4.6753,-1.0846,-9.9852,-677.9
6/10/1990,6,1,3,59,68.25,80.5,-5.0511,-1.9989,-20.685,-955.3
6/11/1990,6,2,3,66,67.8125,64.5625,-0.2919,2.646,-10.7922,-759.7
6/12/1990,6,3,3,61,65.8125,73.875,3.6088,-1.7916,-11.772,-782.8
6/13/1990,6,4,3,63,64.5625,67.6875,0.2296,-2.4818,-20.4935,-1173.4
6/14/1990,6,5,3,66,63.1875,62.6875,2.4911,-2.5162,-20.9828,-1230
6/15/1990,6,6,3,74,64.125,64.3125,-6.5227,-2.5107,-16.5606,-977.2
6/16/1990,6,7,3,59,66.625,72.375,9.9853,-1.678,-12.2662,-667.5
6/17/1990,6,1,3,72,63.875,76.5625,14.2122,-2.0623,-16.0027,-812.2
6/18/1990,6,2,3,62,66.3125,68.5625,9.5982,-2.1052,-11.2323,-791
6/19/1990,6,3,3,60,69,71.375,9.4967,-0.8714,-0.5487,-383.7
6/20/1990,6,4,3,71,67.6875,77.4375,17.4215,0.067,3.2182,-304.2
6/21/1990,6,5,3,72,64.5625,81.1875,19.5873,-1.2961,-3.2509,-488.7
6/22/1990,6,6,3,63,65.5,77.25,12.6266,-1.561,-2.5776,-536.7
6/23/1990,6,7,3,69,68.125,69.1875,13.7792,-0.641,-2.0184,-365.5
6/24/1990,6,1,3,78,70.125,61.1875,11.1295,-0.505,-5.034,-510.5
6/25/1990,6,2,3,79,72.8125,53.4375,11.7483,0.4764,5.6363,-35.5022
